accuracy,precision,recall,f1,roc_auc,pr_auc,model,fit_seconds
0.7847533632286996,0.7111111111111111,0.7441860465116279,0.7272727272727273,0.8465455780003394,0.797597539824411,hand_built_logistic_regression,0.035713299992494285
0.8116591928251121,0.84375,0.627906976744186,0.72,0.8489645221524359,0.8002938947845274,flaml_automl (lgbm),30.07671669998672
